,player,pos,team,season,games_played,corsi_for,corsi_ag,corsi_for%,corsi_for%_rel,corsi/60,corsi_rel/60,fen_for,fen_ag,fen_for%,fen_for%_rel,team_onice_sh%,team_onice_sv%,pdo,off_zs%,def_zs%,toi/game,faceoffs_won,faceoffs_lost,faceoff%,hits,blocks,takeaways,giveaways
4354,Rick Nash,LW,NYR,2013-14,65,1339,941,58.7,6.8,21.6,19.4,1008,721,58.3,6.3,8.5,93.1,101.7,61.6,38.4,17.0,2,0,100.0,11,29,51,49
4355,Christian Hanson,RW,TOR,2010-11,6,37,36,50.7,-15.6,1.2,-19.2,26,26,50.0,-14.5,0.0,100.0,100.0,56.7,43.3,8.4,7,10,41.2,11,0,2,1
4356,Sidney Crosby,C,PIT,2011-12,22,586,305,65.8,19.2,41.5,45.3,449,234,65.7,16.7,14.1,89.7,103.8,68.7,31.3,18.5,227,226,50.1,11,7,10,15
4357,Jimmy Hayes,RW,CHI,2012-13,10,100,128,43.9,-11.8,-11.7,-16.1,77,93,45.3,-12.4,15.0,90.5,105.5,53.2,46.8,14.3,4,3,57.1,11,9,3,2
4358,Phil Kessel,RW,TOR,2010-11,82,1773,1505,54.1,4.9,10.0,10.9,1267,1113,53.2,4.2,9.3,91.0,100.3,63.4,36.6,19.6,24,35,40.7,11,22,45,45
4359,Tomas Kana,C,CBJ,2009-10,6,34,40,45.9,-3.5,-6.9,-6.3,26,31,45.6,-1.8,10.5,100.0,110.5,53.8,46.2,8.7,0,0,,11,1,0,0
4360,Tobias Lindberg,RW,TOR,2015-16,6,105,81,56.5,9.2,15.2,18.5,62,69,47.3,1.3,10.3,93.9,104.1,63.2,36.8,15.8,0,3,0.0,10,1,2,2
4361,Bill Thomas,RW,FLA,2011-12,7,57,47,54.8,2.0,9.8,6.7,43,41,51.2,-3.2,3.1,94.1,97.2,51.7,48.3,8.7,0,3,0.0,10,1,1,0
4362,Kenndal McArdle,LW,WPG,2011-12,9,27,62,30.3,-28.6,-38.2,-41.8,20,45,30.8,-27.2,7.7,85.2,92.9,61.5,38.5,6.1,0,0,,10,4,3,3
4363,Mike Modano*,C,DAL,2007-08,82,1516,1101,57.9,7.0,15.8,14.9,1168,887,56.8,6.8,10.6,89.3,99.9,57.3,42.7,19.2,563,582,49.2,10,28,86,82
4364,Kris Newbury,C,DET,2009-10,4,22,28,44.0,0.0,-10.4,-3.9,20,23,46.5,1.9,7.7,100.0,107.7,66.7,33.3,8.7,7,11,38.9,10,2,3,1
4365,Kasperi Kapanen,RW,TOR,2015-16,9,149,104,58.9,7.2,20.3,17.5,102,84,54.8,4.3,1.5,95.0,96.5,77.6,22.4,14.8,0,0,,10,1,4,1
4366,Keith Aucoin,C,WSH,2011-12,27,314,235,57.2,9.9,15.9,19.2,231,167,58.0,10.2,10.2,91.3,101.5,56.9,43.1,11.0,57,64,47.1,10,7,12,7
4367,Mark Stone,RW,OTT,2012-13,4,38,30,55.9,12.3,12.0,15.7,26,23,53.1,11.1,5.0,88.9,93.9,61.5,38.5,10.0,1,0,100.0,10,0,2,2
4368,Zac Dalpe,C,CAR,2010-11,15,106,146,42.1,-6.8,-20.9,-19.9,81,114,41.5,-7.8,10.5,92.9,103.4,49.1,50.9,7.7,7,18,28.0,10,5,5,1
4369,Jeremy Williams,RW,TOR,2008-09,11,144,108,57.1,4.1,14.6,11.6,105,74,58.7,7.1,11.6,90.0,101.6,63.7,36.3,13.4,0,1,0.0,10,4,1,1
4370,Colin Wilson,C,NSH,2012-13,25,373,310,54.6,10.4,9.1,14.7,281,217,56.4,11.7,10.3,90.4,100.8,60.3,39.7,16.6,8,13,38.1,10,13,12,13
4371,Eric Boulton,LW,NYI,2014-15,10,59,77,43.4,-10.4,-15.0,-21.5,49,61,44.5,-9.7,6.5,92.3,98.8,80.0,20.0,7.2,0,0,,10,4,1,1
4372,Jerome Samson,RW,CAR,2011-12,16,220,186,54.2,12.1,10.4,19.4,160,140,53.3,12.0,7.4,92.2,99.7,62.6,37.4,12.3,0,0,,10,5,6,0
4373,Steve Pinizzotto,RW,EDM,2013-14,6,41,58,41.4,2.1,-17.6,-0.4,27,45,37.5,-2.0,11.1,90.6,101.7,22.0,78.0,9.6,0,0,,10,1,1,1
4374,Brian Boyle,C,LAK,2007-08,8,77,103,42.8,10.7,-14.3,-9.7,58,80,42.0,12.0,15.7,92.5,108.1,58.3,41.7,13.6,37,43,46.3,10,2,1,0
4375,Maksim Mayorov,LW,CBJ,2009-10,4,24,33,42.1,-2.2,-17.6,-9.3,22,26,45.8,2.8,0.0,95.0,95.0,57.9,42.1,7.7,0,0,,10,1,1,1
4376,Ryan Shannon,RW,VAN,2007-08,27,373,225,62.4,11.2,25.6,24.2,287,179,61.6,10.8,10.3,90.1,100.4,78.9,21.1,12.9,32,50,39.0,10,8,13,3
4377,Frederik Gauthier,C,TOR,2015-16,7,57,114,33.3,-25.4,-35.3,-50.4,43,88,32.8,-24.1,10.3,87.1,97.4,31.3,68.7,13.8,52,58,47.3,10,7,1,1
4378,Matt Fraser,RW,BOS,2013-14,14,129,111,53.8,1.2,8.0,5.8,96,86,52.7,0.6,7.2,92.4,99.7,67.9,32.1,9.7,1,1,50.0,10,5,1,0
4379,Andy McDonald,C,STL,2012-13,37,639,496,56.3,4.8,13.4,12.0,483,370,56.6,4.0,10.2,90.0,100.2,68.4,31.6,17.3,95,103,48.0,10,13,13,18
4380,Wyatt Smith,C,COL,2007-08,25,169,278,37.8,-13.6,-22.5,-23.9,132,196,40.2,-11.8,5.2,87.1,92.4,29.4,70.6,11.6,55,53,50.9,10,10,11,4
4381,Tim Sestito,LW,NJD,2012-13,6,34,32,51.5,2.7,2.5,2.9,21,21,50.0,-5.6,6.3,100.0,106.3,57.1,42.9,7.9,14,12,53.8,10,2,0,1
4382,John McCarthy,LW,SJS,2011-12,10,97,98,49.7,-5.0,-0.6,-4.9,74,72,50.7,-6.3,1.8,94.2,96.0,62.0,38.0,9.4,18,25,41.9,10,1,2,1
4383,Simon Gamache,LW,TOR,2007-08,11,115,87,56.9,9.3,15.9,19.1,88,69,56.1,8.2,9.4,88.2,97.6,61.9,38.1,9.6,0,0,,10,1,3,2
4384,Sean Avery,C,NYR,2011-12,15,87,85,50.6,2.7,1.1,3.4,63,67,48.5,-1.9,9.1,96.1,105.2,57.1,42.9,7.0,0,3,0.0,10,1,4,3
4385,Ray Whitney,LW,DAL,2012-13,32,668,496,57.4,17.3,16.6,29.9,481,362,57.1,17.9,10.9,90.8,101.7,69.3,30.7,19.4,16,35,31.4,10,14,29,41
4386,Stefan Della Rovere,LW,STL,2010-11,7,33,40,45.2,-12.5,-9.9,-17.1,24,25,49.0,-8.1,0.0,100.0,100.0,66.7,33.3,6.1,3,1,75.0,10,2,0,1
4387,Kyle Wellwood,C,WPG,2012-13,39,487,429,53.2,1.9,6.9,5.4,352,306,53.5,2.5,8.6,92.1,100.8,52.5,47.5,13.0,43,35,55.1,10,10,18,15
4388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,Scott Laughton,C,PHI,2012-13,5,37,52,41.6,-12.3,-15.6,-19.1,25,41,37.9,-19.2,0.0,96.4,96.4,32.1,67.9,11.5,19,24,44.2,10,1,0,0
4390,Patrik Elias,C,NJD,2015-16,16,186,158,54.1,6.6,6.8,9.6,145,119,54.9,6.8,12.4,94.3,106.6,59.8,40.2,15.4,9,19,32.1,10,1,5,9
4391,Brian Flynn,RW,BUF,2012-13,26,273,324,45.7,0.9,-8.0,-2.1,214,236,47.6,5.0,9.6,92.7,102.2,49.3,50.7,14.7,24,36,40.0,10,20,9,3
4392,Alexandre Picard,LW,CBJ,2007-08,3,21,10,67.7,14.8,32.5,29.1,13,7,65.0,12.1,12.5,100.0,112.5,60.0,40.0,6.8,0,0,,10,0,0,0
4393,Ryan Stone,C,PIT,2008-09,2,16,18,47.1,12.7,-5.8,12.3,12,13,48.0,12.5,10.0,100.0,110.0,33.3,66.7,10.3,0,0,,10,1,0,0
4394,Matt Ellis,LW,BUF,2014-15,39,201,407,33.1,-6.1,-38.1,-14.9,159,296,34.9,-6.1,4.1,88.4,92.4,28.6,71.4,8.3,100,105,48.8,10,16,12,2
4395,Lane MacDermid,LW,TOT,2013-14,7,33,30,52.4,1.2,0.0,0.0,20,18,52.6,0.2,11.8,91.7,103.4,39.1,60.9,,1,1,50.0,10,3,0,0
4396,Mark Stone,RW,OTT,2013-14,19,343,214,61.6,9.7,28.2,26.0,266,170,61.0,11.3,8.9,94.2,103.1,54.1,45.9,14.4,1,0,100.0,10,7,18,6
4397,Oscar Moller,C,LAK,2010-11,13,187,143,56.7,0.4,13.9,7.6,140,114,55.1,0.8,6.1,92.6,98.7,59.2,40.8,14.6,4,1,80.0,10,5,3,5
4398,Marc Pouliot,C,PHX,2011-12,13,144,138,51.1,-0.4,2.5,1.2,109,108,50.2,-1.7,7.7,90.2,97.9,50.0,50.0,11.2,37,51,42.0,10,1,2,3
4399,Ryan Spooner,C,BOS,2013-14,23,304,229,57.0,2.4,15.3,11.3,226,174,56.5,2.2,9.8,93.1,102.9,70.6,29.4,12.8,59,86,40.7,10,6,8,3
4400,Bill Thomas,RW,PHX,2007-08,7,72,93,43.6,-3.1,-13.7,-10.8,59,70,45.7,-3.2,4.9,95.7,100.5,45.7,54.3,13.1,0,0,,10,2,1,0
4401,Jesse Joensuu,RW,NYI,2009-10,11,136,105,56.4,6.0,15.2,14.3,99,76,56.6,5.1,8.6,96.3,104.9,52.9,47.1,11.2,0,1,0.0,10,1,6,6
4402,Andrew Ebbett,C,PIT,2014-15,24,154,195,44.1,-9.1,-11.4,-18.3,106,143,42.6,-10.4,8.8,92.5,101.3,50.0,50.0,9.0,39,47,45.3,10,12,6,3
4403,Zach Boychuk,C,TOT,2012-13,13,136,111,55.1,5.4,0.0,0.0,107,79,57.5,5.6,8.3,89.3,97.6,61.5,38.5,,0,0,,10,2,2,3
4404,Nikita Filatov,LW,CBJ,2010-11,23,282,190,59.7,12.2,19.5,22.6,209,134,60.9,12.6,5.6,97.9,103.5,63.4,36.6,12.3,0,0,,10,4,4,1
4405,Andrew Peters,LW,BUF,2008-09,28,68,86,44.2,-6.4,-9.6,-10.2,57,65,46.7,-3.0,2.3,93.3,95.7,50.6,49.4,4.0,0,1,0.0,10,2,0,5
4406,Andrew Ebbett,C,PIT,2013-14,9,67,103,39.4,-14.5,-21.7,-24.0,48,75,39.0,-16.2,3.1,91.1,94.2,50.0,50.0,11.1,15,20,42.9,10,7,2,2
4407,Mike Comrie,C,PIT,2010-11,21,266,182,59.4,4.7,20.3,16.4,186,139,57.2,1.8,6.1,91.0,97.1,68.1,31.9,11.8,15,25,37.5,10,5,2,3
4408,David Van Der Gulik,RW,COL,2012-13,9,69,70,49.6,-1.0,-0.7,-1.4,50,53,48.5,-3.4,10.0,87.2,97.2,42.4,57.6,9.4,4,4,50.0,10,5,3,1
4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,Matt Halischuk,RW,NJD,2009-10,20,173,161,51.8,-0.2,3.2,1.5,137,120,53.3,0.8,5.7,91.7,97.4,66.4,33.6,11.3,1,3,25.0,10,5,4,8
4411,Tom Sestito,LW,VAN,2014-15,3,11,28,28.2,-21.6,-54.5,-54.1,11,19,36.7,-15.3,16.7,100.0,116.7,30.0,70.0,6.2,0,0,,10,0,0,0
4412,David Van Der Gulik,RW,COL,2010-11,6,64,24,72.7,24.4,59.2,61.7,55,15,78.6,30.2,9.8,100.0,109.8,81.0,19.0,6.8,0,1,0.0,10,3,2,2
4413,Matt Cullen,C,NSH,2014-15,62,775,703,52.4,-1.1,5.4,-2.3,591,517,53.3,-0.3,9.3,92.0,101.3,54.9,45.1,13.0,155,132,54.0,10,18,26,22
4414,Jordan Schroeder,C,VAN,2012-13,31,418,296,58.5,5.2,17.2,14.1,296,225,56.8,5.5,8.5,92.1,100.6,66.1,33.9,13.7,140,181,43.6,10,11,14,5
4415,Jiri Tlusty,C,TOT,2009-10,20,223,250,47.1,2.5,0.0,0.0,164,185,47.0,1.6,7.5,93.9,101.4,44.4,55.6,,2,0,100.0,10,9,5,3
4416,Alex Chiasson,RW,DAL,2012-13,7,89,99,47.3,10.9,-6.1,2.9,64,73,46.7,7.8,14.6,94.1,108.7,72.5,27.5,14.1,5,13,27.8,10,2,1,0
4417,Dana Tyrell,C,TBL,2013-14,7,29,67,30.2,-19.3,-35.3,-34.6,26,51,33.8,-15.2,0.0,100.0,100.0,40.5,59.5,9.2,2,4,33.3,10,3,1,1
4418,Pierre-Marc Bouchard,RW,MIN,2007-08,81,1470,921,61.5,15.6,24.4,28.5,1089,743,59.4,13.7,10.6,92.8,103.4,63.0,37.0,16.7,4,6,40.0,10,15,31,37
4419,Kyle Wellwood,C,WPG,2011-12,77,1253,837,60.0,11.9,21.7,24.0,970,637,60.4,12.0,8.9,90.8,99.7,67.3,32.7,15.0,135,115,54.0,10,13,35,26
4420,Kris Newbury,C,PHI,2013-14,4,10,19,34.5,-19.3,-26.9,-31.0,10,13,43.5,-5.5,14.3,90.9,105.2,75.0,25.0,5.0,6,8,42.9,10,0,0,0
4421,Jon Kalinski,C,PHI,2009-10,10,60,47,56.1,2.1,11.2,6.4,44,35,55.7,1.8,6.3,86.7,92.9,57.1,42.9,7.0,11,19,36.7,10,3,2,1
4422,Dwight Helminen,C,SJS,2009-10,4,35,39,47.3,,-7.5,-7.5,23,27,46.0,,5.3,89.5,94.7,41.2,58.8,8.0,2,7,22.2,9,1,0,0
4423,Justin Fontaine,RW,MIN,2014-15,71,714,713,50.0,-1.1,0.1,-2.4,540,510,51.4,-1.0,10.6,92.0,102.5,45.8,54.2,12.0,1,1,50.0,9,27,22,13
4424,Justin Fontaine,RW,MIN,2015-16,60,492,693,41.5,-10.5,-17.1,-19.2,386,487,44.2,-8.5,9.9,90.8,100.8,43.9,56.1,11.8,1,3,25.0,9,24,17,12
4425,Stephane Veilleux,LW,MIN,2014-15,12,67,87,43.5,-9.9,-13.0,-20.0,48,52,48.0,-6.8,8.6,85.3,93.9,28.3,71.7,7.7,0,1,0.0,9,8,2,0
4426,Justin Fontaine,RW,MIN,2013-14,66,617,659,48.4,-3.0,-3.1,-4.3,440,479,47.9,-3.8,9.1,94.2,103.3,43.9,56.1,12.3,2,0,100.0,9,23,24,14
4427,Corban Knight,C,CGY,2013-14,7,45,57,44.1,-5.3,-13.0,-12.3,38,35,52.1,2.1,12.9,84.0,96.9,63.9,36.1,7.9,24,27,47.1,9,4,1,0
4428,Toby Petersen,C,DAL,2007-08,8,58,48,54.7,0.9,9.6,7.2,47,40,54.0,2.9,11.1,87.5,98.6,56.3,43.8,7.8,22,22,50.0,9,3,5,1
4429,Henrik Sedin,C,VAN,2015-16,74,1398,1053,57.0,12.3,15.2,20.7,1061,823,56.3,12.7,9.7,92.2,101.9,66.3,33.7,18.4,620,727,46.0,9,19,23,50
4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,Joakim Lindstrom,C,CBJ,2007-08,25,221,151,59.4,5.9,17.8,14.0,171,116,59.6,6.9,10.2,91.8,102.0,63.2,36.8,9.4,2,5,28.6,9,1,5,0
4432,Casey Wellman,C,WSH,2013-14,13,99,112,46.9,0.1,-6.4,-3.7,64,82,43.8,-5.1,10.9,96.3,107.2,54.1,45.9,9.4,50,47,51.5,9,5,3,3
4433,Phil Kessel,RW,PIT,2015-16,82,1786,1130,61.2,11.2,26.1,26.0,1344,879,60.5,10.2,9.7,91.7,101.3,73.5,26.5,18.4,2,3,40.0,9,13,26,55
4434,Andreas Engqvist,C,MTL,2011-12,12,63,83,43.2,-8.3,-15.2,-17.5,43,52,45.3,-6.5,3.6,90.0,93.6,50.9,49.1,6.6,24,36,40.0,9,5,0,1
4435,Mike Santorelli,C,NSH,2009-10,25,262,234,52.8,-1.7,6.1,0.1,201,174,53.6,-1.4,3.5,91.0,94.5,58.2,41.8,11.0,48,57,45.7,9,6,9,7
4436,Michael Nylander,C,WSH,2008-09,72,1192,779,60.5,7.4,24.5,21.0,899,609,59.6,6.0,8.2,90.8,99.1,65.3,34.7,14.0,290,342,45.9,9,16,37,40
4437,Kip Brennan,LW,NYI,2007-08,3,7,11,38.9,-5.0,-18.4,-8.6,7,8,46.7,7.7,0.0,100.0,100.0,83.3,16.7,4.4,0,0,,9,1,0,1
4438,Peter Regin,C,OTT,2008-09,11,93,76,55.0,3.8,8.8,7.2,77,60,56.2,3.7,3.6,93.0,96.6,55.2,44.8,10.5,41,36,53.2,9,3,8,2
4439,Kris Newbury,C,NYR,2012-13,6,37,41,47.4,4.9,-5.1,0.0,30,26,53.6,3.6,5.9,100.0,105.9,75.9,24.1,7.9,16,16,50.0,9,0,1,0
4440,Peter Forsberg*,C,COL,2007-08,9,174,109,61.5,18.8,22.5,34.0,143,84,63.0,18.2,13.8,95.0,108.8,60.7,39.3,19.2,4,0,100.0,9,0,10,15
4441,Hunter Shinkaruk,C,TOT,2015-16,8,107,90,54.3,8.5,0.0,0.0,84,72,53.8,10.1,10.2,87.8,98.0,43.8,56.2,,0,1,0.0,9,3,1,2
4442,Michael Grabner,RW,VAN,2009-10,20,376,227,62.4,18.6,32.1,38.7,298,183,62.0,17.8,7.6,94.7,102.2,58.2,41.8,13.9,1,1,50.0,9,1,13,3
4443,Steve Regier,LW,NYI,2007-08,8,44,77,36.4,-10.4,-31.0,-28.0,37,56,39.8,-4.9,3.2,93.0,96.2,32.5,67.5,8.0,0,1,0.0,9,4,1,1
4444,Martin Havlat,RW,SJS,2013-14,48,743,607,55.0,1.3,11.5,6.7,560,442,55.9,1.3,8.8,94.9,103.7,61.8,38.2,14.7,0,4,0.0,9,14,15,34
4445,Dan LaCouture,LW,CAR,2008-09,11,39,57,40.6,-7.1,-23.0,-21.1,28,40,41.2,-7.9,10.0,91.2,101.2,58.1,41.9,4.3,4,6,40.0,9,3,1,1
4446,Brad Mills,C,CHI,2013-14,3,24,30,44.4,-13.8,-11.6,-24.1,16,23,41.0,-15.3,8.3,82.4,90.7,50.0,50.0,10.3,8,6,57.1,9,1,1,1
4447,Kristian Huselius,LW,CGY,2007-08,81,1588,890,64.1,15.1,29.2,30.2,1216,738,62.2,14.1,11.3,91.4,102.8,65.4,34.6,17.7,1,3,25.0,9,11,53,58
4448,Tomas Tatar,C,DET,2012-13,18,237,115,67.3,20.6,35.8,40.3,169,86,66.3,19.3,8.0,90.8,98.7,58.5,41.5,11.4,1,0,100.0,9,5,5,2
4449,Stefan Ruzicka,RW,PHI,2007-08,14,87,115,43.1,-0.7,-13.9,-8.0,69,92,42.9,-2.6,14.5,97.0,111.6,46.2,53.8,8.7,0,5,0.0,9,3,4,1
4450,Matt Puempel,LW,OTT,2014-15,13,104,86,54.7,1.0,10.3,1.5,74,69,51.7,-1.9,12.1,98.0,110.0,55.4,44.6,8.0,0,1,0.0,9,1,3,0
4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,Johan Harju,LW,TBL,2010-11,10,84,61,57.9,4.0,16.3,11.8,59,41,59.0,4.0,10.5,74.1,84.6,64.0,36.0,8.5,2,3,40.0,9,2,0,1
4453,Jack Skille,RW,CHI,2008-09,8,53,67,44.2,-12.8,-11.1,-19.3,44,56,44.0,-15.0,3.0,90.9,93.9,54.2,45.8,9.4,0,0,,9,0,2,2
4454,Adam Burish,C,CHI,2009-10,13,105,113,48.2,-8.0,-4.2,-9.4,81,83,49.4,-7.8,9.8,93.5,103.4,51.4,48.6,8.8,7,14,33.3,9,9,2,2
4455,Chris Terry,LW,CAR,2013-14,10,105,89,54.1,8.3,7.9,14.0,71,64,52.6,6.7,7.0,89.4,96.3,73.8,26.2,12.1,0,0,,9,6,7,3
4456,Brett Sutter,C,CGY,2009-10,10,77,78,49.7,-4.3,-0.6,-4.2,55,59,48.2,-3.9,2.4,91.1,93.6,44.0,56.0,9.7,1,4,20.0,9,3,1,2
4457,Doug Weight,C,NYI,2010-11,18,335,251,57.2,7.5,16.0,16.2,243,194,55.6,7.7,10.6,92.4,103.0,69.4,30.6,17.5,57,53,51.8,9,4,9,20
4458,Jason Spezza,C,DAL,2015-16,75,1618,1010,61.6,11.1,29.4,28.9,1191,736,61.8,11.1,10.6,91.5,102.1,67.3,32.7,16.5,538,443,54.8,9,20,45,62
4459,Ben Eager,LW,EDM,2013-14,7,37,45,45.1,-6.7,-9.5,-11.1,29,27,51.8,2.3,5.3,100.0,105.3,45.5,54.5,7.2,1,1,50.0,9,2,2,2
4460,Oliver Bjorkstrand,RW,CBJ,2015-16,12,191,162,54.1,-0.7,9.1,4.0,142,121,54.0,-1.1,12.6,94.9,107.6,57.6,42.4,16.0,0,0,,9,5,6,6
4461,Reid Boucher,LW,NJD,2014-15,11,113,100,53.1,8.5,6.4,14.7,83,81,50.6,7.1,5.9,89.6,95.4,61.4,38.6,11.1,0,0,,9,5,7,1
4462,Brett Connolly,RW,TBL,2013-14,11,116,106,52.3,1.8,4.5,4.2,90,79,53.3,3.8,7.6,82.1,89.7,69.7,30.3,12.0,25,27,48.1,9,1,3,1
4463,Colton Sissons,C,NSH,2013-14,17,122,137,47.1,-5.6,-5.0,-7.0,96,105,47.8,-7.8,8.7,92.0,100.7,48.6,51.4,10.6,70,74,48.6,9,9,6,2
4464,Michael Ryan,LW,CAR,2008-09,18,146,108,57.5,1.1,15.4,7.7,108,80,57.4,0.5,3.8,89.7,93.5,64.4,35.6,8.2,1,5,16.7,9,4,9,2
4465,Milan Hejduk,RW,COL,2010-11,71,1274,1076,54.2,7.9,9.3,13.4,964,802,54.6,8.7,10.4,88.4,98.9,64.3,35.7,17.9,2,3,40.0,9,31,38,23
4466,Kenny Agostino,LW,CGY,2013-14,8,75,95,44.1,-3.6,-13.5,-10.4,60,68,46.9,-1.1,4.8,92.2,96.9,57.8,42.2,11.1,0,0,,9,3,3,3
4467,Brett Gallant,LW,NYI,2013-14,4,27,26,50.9,-1.9,2.2,0.6,24,24,50.0,-4.3,0.0,100.0,100.0,76.0,24.0,6.9,0,0,,9,0,0,0
4468,Yan Stastny,C,STL,2009-10,4,25,43,36.8,-20.0,-28.4,-35.9,24,34,41.4,-10.4,5.6,94.4,100.0,45.8,54.2,9.5,9,6,60.0,9,2,0,0
4469,Raffi Torres,LW,SJS,2013-14,5,53,43,55.2,-1.1,11.6,2.6,43,30,58.9,-0.8,15.6,95.8,111.5,63.2,36.8,10.4,2,2,50.0,9,2,1,1
4470,Sean Collins,C,CBJ,2013-14,6,37,39,48.7,-1.0,-2.4,-2.1,22,29,43.1,-6.0,11.1,95.7,106.8,56.5,43.5,8.2,0,0,,9,1,2,0
4471,Steve Regier,LW,STL,2008-09,8,75,67,52.8,6.5,5.5,8.3,50,51,49.5,0.2,13.2,91.4,104.6,55.6,44.4,11.0,3,4,42.9,8,5,1,2
4472,Andrew Agozzino,LW,COL,2015-16,9,62,75,45.3,2.6,-10.1,-2.9,42,50,45.7,3.5,6.3,94.4,100.7,48.7,51.3,8.6,24,21,53.3,8,4,0,1
4473,Andreas Nodl,RW,PHI,2009-10,10,75,60,55.6,0.4,10.1,4.0,50,48,51.0,-4.6,5.9,85.0,90.9,42.1,57.9,8.9,0,0,,8,1,3,0
4474,Ben Street,C,CGY,2012-13,6,63,71,47.0,-1.0,-5.9,-5.2,45,48,48.4,-2.6,6.1,91.2,97.2,45.7,54.3,13.6,24,27,47.1,8,2,3,0
4475,Enver Lisin,RW,PHX,2007-08,13,214,170,55.7,5.0,14.0,12.8,167,134,55.5,4.5,8.5,90.5,99.1,61.6,38.4,14.5,1,1,50.0,8,1,2,2
4476,Jacob Josefson,C,NJD,2010-11,28,301,244,55.2,-0.6,9.2,4.2,235,183,56.2,0.5,7.9,94.6,102.5,64.2,35.8,13.2,95,107,47.0,8,8,8,7
4477,Philip McRae,C,STL,2010-11,15,105,147,41.7,-12.9,-18.6,-22.8,77,103,42.8,-12.2,3.6,84.0,87.6,66.2,33.8,9.0,34,30,53.1,8,5,0,3
4478,Matt Ellis,LW,BUF,2010-11,14,111,119,48.3,1.9,-3.4,-0.7,80,81,49.7,2.1,0.0,92.7,92.7,54.7,45.3,10.0,28,30,48.3,8,7,4,1
4479,Michal Repik,RW,FLA,2008-09,5,36,38,48.6,,-3.2,-3.2,28,29,49.1,,12.5,95.5,108.0,41.7,58.3,7.5,1,0,100.0,8,2,0,0
4480,Daniel Sedin,LW,VAN,2009-10,63,1445,869,62.4,16.4,28.7,33.0,1095,689,61.4,15.4,13.8,90.7,104.5,70.2,29.8,19.1,11,22,33.3,8,3,25,28
4481,Manny Malhotra,C,VAN,2012-13,9,50,102,32.9,-24.7,-31.1,-41.7,39,76,33.9,-21.9,4.2,87.0,91.2,13.9,86.1,11.1,64,34,65.3,8,4,3,0
4482,Nikita Filatov,LW,OTT,2011-12,9,89,79,53.0,2.5,6.8,6.3,62,64,49.2,-0.8,9.8,95.7,105.4,61.7,38.3,9.8,0,1,0.0,8,1,1,7
4483,Evgeny Grachev,C,NYR,2010-11,8,43,56,43.4,-8.9,-12.7,-15.4,32,44,42.1,-13.8,0.0,90.3,90.3,64.7,35.3,7.7,0,1,0.0,8,0,4,0
4484,Kyle Chipchura,C,MTL,2008-09,13,85,141,37.6,-8.3,-25.1,-19.4,63,112,36.0,-11.2,6.8,89.3,96.1,54.7,45.3,10.3,47,60,43.9,8,3,3,2
4485,Justin Bailey,RW,BUF,2015-16,8,85,92,48.0,4.6,-4.5,0.4,71,61,53.8,12.4,3.6,88.2,91.8,52.9,47.1,11.6,0,0,,8,6,4,3
4486,Brendan Morrison,C,TOT,2011-12,39,426,458,48.2,-6.6,0.0,0.0,307,344,47.2,-6.2,7.3,91.3,98.6,51.1,48.9,,195,199,49.5,8,21,24,18
4487,Miroslav Satan,LW,BOS,2009-10,38,564,455,55.3,1.9,11.2,7.9,427,352,54.8,0.9,8.4,93.9,102.4,62.3,37.7,15.4,15,11,57.7,8,4,12,8
4488,Christian Thomas,LW,MTL,2014-15,18,154,118,56.6,6.8,13.2,13.6,106,86,55.2,4.7,1.3,95.1,96.4,50.6,49.4,9.1,0,1,0.0,8,3,5,0
4489,Mats Zuccarello,LW,NYR,2011-12,10,113,54,67.7,18.1,35.2,35.9,82,41,66.7,13.7,12.3,89.3,101.6,76.0,24.0,10.0,0,0,,8,3,2,2
4490,Mike Hoffman,C,OTT,2012-13,3,41,36,53.2,-1.0,8.1,2.2,25,25,50.0,-6.3,0.0,95.2,95.2,53.8,46.2,12.3,2,0,100.0,8,2,1,1
4491,Kael Mouillierat,LW,NYI,2014-15,6,42,53,44.2,-7.8,-12.7,-18.0,27,37,42.2,-11.4,12.5,79.2,91.7,55.0,45.0,8.7,16,18,47.1,8,3,4,0
4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,John Albert,C,WPG,2013-14,9,37,45,45.1,-6.5,-10.4,-11.7,29,32,47.5,-8.4,5.0,84.6,89.6,55.0,45.0,5.1,9,12,42.9,8,3,1,0
4494,Martin St. Pierre,C,BOS,2008-09,14,127,133,48.8,-2.8,-2.3,-3.7,96,102,48.5,-2.0,7.7,92.1,99.8,51.3,48.7,11.4,43,58,42.6,8,6,6,2
4495,Max Reinhart,C,CGY,2012-13,11,114,153,42.7,0.1,-14.8,-7.4,91,110,45.3,2.1,11.0,85.7,96.7,44.6,55.4,14.4,34,57,37.4,8,2,4,0
4496,Chris Bourque,LW,WSH,2008-09,8,72,48,60.0,4.6,18.4,12.6,58,33,63.7,8.4,5.4,91.7,97.1,71.4,28.6,9.8,0,0,,8,2,2,5
4497,Colin McDonald,C,PIT,2011-12,5,45,39,53.6,-7.8,8.5,-6.7,32,33,49.2,-10.8,5.0,95.5,100.5,38.9,61.1,8.5,0,0,,8,0,1,0
